Yr Mo Dy RPT ROS KIL DUB CLA MGR MAL
40 12 23 19.2 12.4 3.8 6.8 5.6 6.8 17.8
40 12 24 1.0 3.0 10.6 9.0 2.4 12.0 14.0
40 12 25 9.4 15.8 8.0 10.2 15.6 3.2 6.4
40 12 26 4.6 1.2 1.0 10.2 16.6 8.6 2.8
40 12 27 11.2 4.6 18.0 14.2 8.6 0.6 17.4
40 12 28 4.8 5.2 10.4 6.4 1.2 13.2 12.0
40 12 29 4.0 10.2 12.8 14.2 5.4 13.4 2.2
40 12 30 9.2 3.8 5.0 9.6 14.2 8.2 9.4
40 12 31 14.2 16.6 8.0 1.0 1.2 17.6 8.6
41 1 1 4.6 0.0 14.2 7.2 18.2 14.4 14.4
41 1 2 12.4 9.6 0.6 9.2 15.8 8.2 2.8
41 1 3 6.0 5.2 1.4 1.4 2.6 9.4 18.6
41 1 4 8.8 7.2 10.6 9.6 9.0 14.4 16.6
41 1 5 8.0 2.2 13.2 19.6 13.6 7.0 20.0
41 1 6 1.8 19.6 19.0 10.2 13.8 7.8 16.8
41 1 7 8.2 10.6 9.8 5.6 18.6 15.6 11.6
41 1 8 2.8 12.6 10.4 17.4 18.0 15.6 16.8
41 1 9 6.8 0.0 11.2 0.0 10.6 17.2 2.0
41 1 10 6.0 2.6 7.6 5.8 10.2 12.0 8.8
41 1 11 0.8 12.4 3.6 11.2 6.2 8.8 19.0
41 1 12 9.8 15.4 11.4 12.0 7.2 18.0 13.0
41 1 13 17.8 10.2 2.2 14.0 1.2 5.4 5.6
41 1 14 8.4 9.8 17.8 8.6 8.2 0.4 3.8
41 1 15 16.4 6.6 19.6 17.2 15.8 17.2 7.2
41 1 16 0.0 10.6 15.8 15.8 1.0 16.0 19.6
41 1 17 10.4 19.0 6.2 10.4 1.2 18.8 17.4
41 1 18 2.8 12.2 7.6 20.0 1.6 18.8 5.8
41 1 19 5.6 20.0 19.4 10.6 15.8 4.2 3.0
41 1 20 17.6 6.8 12.0 19.6 19.8 16.4 9.8
41 1 21 18.8 9.6 5.8 9.8 9.6 12.2 5.4
41 1 22 8.2 18.6 12.2 17.6 2.8 1.4 4.6
41 1 23 14.4 4.8 6.2 4.2 17.2 2.8 9.0
41 1 24 1.4 17.8 1.0 7.6 3.0 19.4 9.8
41 1 25 13.4 15.6 3.8 0.0 9.8 17.6 1.2
41 1 26 0.8 7.2 6.2 1.0 18.2 0.8 6.0
41 1 27 3.4 7.4 0.4 0.8 15.6 2.2 1.6
41 1 28 0.0 9.2 13.4 15.6 5.4 13.2 8.0
41 1 29 12.4 1.8 18.8 12.0 6.6 7.6 7.0
41 1 30 18.4 8.6 5.6 0.2 9.8 6.4 6.8
41 1 31 6.4 1.2 9.8 0.4 4.0 19.0 19.2
41 2 1 4.0 9.8 7.4 8.6 15.8 2.8 1.0
41 2 2 0.0 10.8 14.0 0.8 3.8 6.4 17.2
41 2 3 1.6 1.4 7.2 5.4 11.6 7.2 16.2
41 2 4 13.2 8.4 12.6 5.6 10.2 11.6 0.4
41 2 5 5.2 4.2 18.8 14.4 13.6 12.4 13.2
41 2 6 7.0 18.0 6.8 0.2 15.4 10.8 8.4
41 2 7 10.2 14.2 10.4 19.2 4.4 3.6 1.0
41 2 8 6.6 5.6 17.6 15.6 1.2 8.6 18.8
41 2 9 8.0 19.0 0.2 6.4 11.6 1.2 7.8
41 2 10 12.8 8.6 9.0 0.8 9.0 12.4 1.4
41 2 11 14.6 2.0 14.0 13.8 17.8 18.6 14.0
41 2 12 11.8 13.4 5.6 1.2 19.6 5.8 19.6
41 2 13 0.4 9.4 10.4 4.2 9.8 6.4 9.2
41 2 14 20.0 8.8 3.8 5.0 6.0 19.0 19.6
41 2 15 6.6 0.0 4.8 5.0 16.8 9.4 13.8
41 2 16 0.4 14.4 13.0 6.4 17.6 6.2 6.4
41 2 17 8.2 18.8 9.6 13.6 10.2 8.6 4.2
41 2 18 7.2 1.2 10.2 0.0 2.4 6.6 14.0
41 2 19 11.6 0.4 7.2 0.0 0.8 12.4 9.2
41 2 20 9.0 1.6 16.0 6.2 6.4 0.6 3.8
41 2 21 8.6 10.0 8.2 19.2 10.2 4.4 3.2
41 2 22 15.6 15.6 6.8 5.6 7.0 1.0 1.6
41 2 23 7.8 4.6 10.2 10.8 16.8 18.2 13.2
41 2 24 5.0 1.8 5.4 11.2 0.6 8.8 2.8
41 2 25 15.6 11.4 6.8 16.4 15.4 1.8 16.4
41 2 26 15.8 1.6 20.0 5.4 11.6 19.4 17.8
41 2 27 4.6 4.8 2.4 3.8 8.4 15.6 9.2
41 2 28 14.8 11.2 6.4 0.0 18.0 3.8 3.8
41 3 1 15.6 12.0 15.6 13.6 3.0 7.6 14.0
41 3 2 18.2 3.2 18.2 19.8 10.0 7.2 4.2
41 3 3 4.4 7.6 0.2 9.2 16.0 1.2 12.8
41 3 4 3.4 0.6 6.4 17.0 19.4 12.0 0.4
41 3 5 18.6 2.8 18.6 5.6 6.0 15.2 10.0
41 3 6 3.8 3.2 11.8 6.2 8.2 7.2 3.6
41 3 7 3.6 12.4 0.8 1.2 19.8 0.0 3.2
41 3 8 6.6 6.0 0.4 9.2 1.4 2.2 17.8
41 3 9 11.2 3.4 3.2 12.0 2.2 18.4 8.8
41 3 10 1.8 19.4 13.6 19.2 12.6 9.8 9.6
41 3 11 5.2 10.0 19.2 19.6 15.2 1.2 16.0
41 3 12 0.8 18.2 18.8 13.6 12.4 3.2 8.2
41 3 13 7.8 14.4 8.4 4.4 11.4 15.2 7.4
41 3 14 20.0 18.6 3.8 16.6 2.0 2.0 1.6
41 3 15 18.8 5.4 2.6 6.0 15.6 0.4 0.4
41 3 16 4.6 0.2 10.4 19.0 13.2 8.4 11.6
41 3 17 20.0 1.0 5.2 11.0 9.2 3.4 10.6
41 3 18 15.2 12.0 8.2 9.0 8.4 9.2 18.8
41 3 19 10.8 6.6 15.6 5.4 9.2 12.2 7.0
41 3 20 4.0 0.8 6.2 16.0 19.4 16.4 13.4
41 3 21 7.0 9.2 12.8 9.4 1.8 14.2 2.8
41 3 22 2.2 10.6 17.6 8.8 4.2 6.0 8.4
41 3 23 13.4 0.8 8.2 9.0 16.0 13.2 14.4
41 3 24 4.0 10.6 15.8 18.0 19.0 6.4 10.4
41 3 25 13.0 9.0 8.6 13.2 9.6 6.0 9.0
41 3 26 18.0 3.6 7.2 2.6 2.2 1.4 3.0
41 3 27 16.2 10.4 12.6 1.6 6.6 13.0 6.4
41 3 28 3.4 3.0 1.8 11.4 15.6 11.0 8.8
41 3 29 12.0 0.0 7.2 8.4 9.4 12.6 8.6
41 3 30 5.2 18.8 16.8 3.4 10.4 6.6 17.2
41 3 31 16.4 0.4 5.4 5.0 13.6 18.8 5.0
41 4 1 13.2 4.0 17.6 8.2 10.4 10.4 12.8
41 4 2 16.4 7.8 5.0 17.4 16.8 17.2 15.6
41 4 3 5.8 14.0 2.8 19.6 17.2 17.8 17.0
41 4 4 19.0 9.6 18.2 0.6 12.8 7.0 19.0
41 4 5 18.4 2.0 19.4 19.4 11.0 15.6 16.6
41 4 6 10.4 7.4 17.8 9.4 4.6 4.6 0.0
41 4 7 13.0 5.2 5.8 9.4 18.6 17.4 20.0
41 4 8 7.8 9.0 15.4 3.8 14.8 1.6 14.8
41 4 9 10.4 12.0 9.8 2.4 12.0 16.0 13.4
41 4 10 17.0 13.4 13.8 8.8 9.8 15.2 3.2
41 4 11 8.6 17.2 16.8 6.2 5.4 10.0 10.4
41 4 12 17.4 3.0 17.6 5.0 19.4 2.0 10.6
41 4 13 18.4 1.8 14.2 14.2 17.8 18.8 1.2
41 4 14 1.6 15.4 19.2 9.6 8.4 13.8 17.8
41 4 15 11.4 18.0 14.0 7.2 7.4 19.8 17.2
41 4 16 1.6 11.4 5.2 17.8 10.8 4.0 9.2
41 4 17 11.2 10.2 18.8 5.6 5.2 5.4 12.0
41 4 18 16.2 0.2 1.8 5.6 1.0 11.2 8.6
41 4 19 9.0 15.4 3.4 7.0 13.4 12.8 14.2
41 4 20 18.4 10.2 2.4 4.8 10.8 3.4 13.0
41 4 21 9.0 14.4 14.0 0.2 1.0 2.8 5.8
41 4 22 9.0 0.2 1.6 2.2 2.4 16.6 6.0
41 4 23 5.0 9.2 15.0 18.0 1.2 6.2 1.2
41 4 24 12.0 7.4 1.0 3.8 13.6 10.8 4.8
41 4 25 14.8 14.0 9.4 11.4 15.8 6.6 10.6
41 4 26 1.2 15.6 3.8 19.6 3.6 11.0 6.2
41 4 27 1.6 8.8 8.8 15.4 2.4 8.2 14.4
41 4 28 14.8 10.6 2.0 12.0 19.8 0.2 19.6
41 4 29 8.4 12.0 7.4 0.2 15.2 3.0 14.2
41 4 30 13.6 2.0 6.6 8.2 6.6 0.6 18.0
41 5 1 6.0 6.8 12.2 0.8 1.8 7.4 19.4
41 5 2 14.2 7.0 13.6 14.8 10.8 3.0 7.8
41 5 3 20.0 7.2 9.0 13.0 13.8 8.0 18.0
41 5 4 11.4 8.8 1.6 12.6 5.6 8.4 10.6
41 5 5 16.0 13.8 12.2 11.4 1.6 12.6 1.8
41 5 6 5.6 9.4 18.0 5.2 17.0 4.0 17.8
41 5 7 18.8 5.0 3.6 13.2 8.6 17.8 17.4
41 5 8 9.0 2.4 20.0 8.2 18.4 19.6 10.0
41 5 9 13.6 10.6 1.4 11.4 3.8 10.6 8.6
41 5 10 8.6 2.2 11.6 4.6 4.8 0.4 2.8
41 5 11 6.6 16.8 9.0 8.6 13.8 3.8 7.8
41 5 12 8.0 17.6 10.2 2.6 3.8 5.6 15.4
41 5 13 15.2 18.2 0.8 10.2 4.6 7.8 1.4
41 5 14 0.2 11.8 3.0 4.0 1.0 6.2 6.4
41 5 15 12.2 19.8 3.2 17.4 13.2 19.8 7.8
41 5 16 8.6 2.2 18.4 16.6 10.2 19.6 4.4
41 5 17 10.2 2.4 4.0 16.2 14.2 13.4 18.2
41 5 18 3.2 13.0 9.2 5.4 13.0 14.4 6.8
41 5 19 9.8 11.8 18.4 10.0 14.2 5.4 20.0
41 5 20 10.8 7.8 4.4 6.2 15.4 13.0 2.6
41 5 21 0.4 11.2 5.6 10.8 9.6 14.6 14.8
41 5 22 3.8 4.2 7.4 3.6 8.4 15.0 14.4
41 5 23 2.6 3.0 12.0 9.8 2.0 8.8 13.4
41 5 24 3.8 5.2 2.0 17.2 14.8 9.6 12.2
41 5 25 15.2 18.2 8.6 17.0 8.0 16.2 13.4
41 5 26 2.8 5.2 3.8 16.4 12.4 19.8 2.6
41 5 27 20.0 14.2 17.6 8.6 1.8 1.6 12.8
41 5 28 12.4 11.4 8.8 0.8 16.2 15.2 4.6
41 5 29 19.4 16.8 18.2 14.6 4.0 5.6 14.6
41 5 30 9.4 14.0 7.8 16.0 11.4 6.2 9.2
41 5 31 14.4 1.8 17.4 5.2 13.2 15.8 1.0
41 6 1 18.4 15.2 16.8 19.8 19.0 6.0 1.6
41 6 2 1.0 15.6 5.2 1.8 18.8 9.6 18.6
41 6 3 13.2 17.6 9.4 8.8 3.0 14.0 0.2
41 6 4 12.2 15.8 5.2 2.2 3.4 9.0 19.4
41 6 5 10.6 12.6 13.0 2.6 17.8 5.8 6.2
41 6 6 2.6 13.2 17.6 18.2 7.8 10.2 17.4
41 6 7 6.8 15.8 2.4 3.0 3.4 16.2 2.8
41 6 8 11.2 9.0 0.8 0.6 2.4 15.2 14.6
41 6 9 9.2 14.0 0.4 13.6 13.8 7.4 8.4
41 6 10 2.8 16.6 10.2 11.6 9.8 18.2 16.0
41 6 11 0.8 5.2 11.8 10.6 10.8 0.4 14.8
41 6 12 8.8 20.0 2.8 3.6 12.4 17.0 14.4
41 6 13 2.8 5.6 14.6 18.0 4.2 10.6 19.6
41 6 14 12.6 15.2 4.0 8.2 1.6 2.6 12.0
41 6 15 11.0 14.6 17.2 11.2 15.2 3.2 4.2
41 6 16 15.8 11.0 6.0 9.2 7.0 12.8 9.0
41 6 17 9.6 17.8 4.8 7.6 0.4 15.6 3.8
41 6 18 3.2 19.0 16.4 7.2 5.0 10.2 14.4
41 6 19 16.4 19.4 14.4 3.0 12.0 15.6 17.8
41 6 20 8.6 15.2 1.2 10.4 19.2 19.0 12.6
41 6 21 3.2 19.4 20.0 10.0 18.0 2.2 18.2
41 6 22 13.4 10.2 7.6 15.8 5.6 4.8 3.2
41 6 23 0.6 12.4 13.0 19.0 18.6 1.6 8.4
41 6 24 20.0 5.6 0.6 1.2 4.8 18.4 8.6
41 6 25 3.8 5.8 16.2 14.0 6.2 3.8 7.0
41 6 26 19.6 0.0 20.0 16.2 2.2 17.2 3.0
41 6 27 1.6 19.8 0.0 7.8 12.4 3.4 8.8
41 6 28 12.4 3.8 18.0 11.0 10.0 17.4 0.0
41 6 29 7.8 13.6 5.2 11.8 14.8 18.2 6.0
41 6 30 5.0 12.2 10.0 10.8 7.6 1.2 1.0
41 7 1 6.4 5.0 4.6 19.0 12.2 12.8 6.6
41 7 2 13.4 1.4 17.0 11.0 0.2 14.4 16.2
41 7 3 15.6 9.4 1.0 19.0 15.2 15.4 11.6
41 7 4 19.6 1.2 5.0 18.0 2.8 16.0 9.4
41 7 5 3.0 4.0 7.8 15.0 2.2 7.2 7.0
41 7 6 6.8 13.8 15.8 14.0 19.2 11.4 1.4
41 7 7 17.6 5.4 8.6 12.2 9.8 17.6 0.0
41 7 8 15.6 1.0 4.8 7.2 9.4 0.4 13.8
41 7 9 15.2 13.8 7.2 17.4 19.6 16.6 18.0
41 7 10 19.0 9.8 0.8 1.8 17.2 11.0 10.0
41 7 11 6.6 20.0 12.4 13.0 0.0 3.4 19.4
41 7 12 16.0 18.2 15.6 0.0 13.2 14.0 3.4
41 7 13 16.2 17.2 19.4 2.2 0.2 0.2 3.8
41 7 14 12.8 1.2 13.6 6.0 14.6 13.8 18.8
41 7 15 5.6 12.6 1.4 7.4 11.6 7.4 3.0
41 7 16 15.4 10.0 6.8 3.0 6.0 6.6 11.0
41 7 17 16.4 10.8 11.2 6.6 16.4 16.2 0.8
41 7 18 19.2 2.0 2.0 6.4 9.2 16.6 1.2
41 7 19 2.4 17.0 13.4 10.4 4.0 14.4 13.6
41 7 20 5.2 4.4 10.2 8.8 6.6 13.0 7.6
41 7 21 0.8 12.6 11.2 11.8 15.6 14.2 9.8
41 7 22 8.6 11.0 17.8 9.8 12.8 14.0 11.0
41 7 23 18.0 0.2 13.0 17.2 1.0 11.2 15.4
41 7 24 6.8 1.6 7.8 13.0 0.6 3.0 5.0
41 7 25 9.4 3.6 6.6 4.6 16.6 13.4 4.0
41 7 26 0.6 11.0 5.2 3.6 3.8 9.2 11.8
41 7 27 9.0 8.4 4.4 5.2 16.8 3.2 7.0
41 7 28 7.4 10.6 5.2 17.2 1.6 4.0 9.6
41 7 29 6.6 19.2 0.2 1.0 8.4 14.2 12.2
41 7 30 1.2 10.0 2.2 6.6 16.4 2.4 1.4
41 7 31 4.8 19.8 6.8 16.8 7.2 11.8 18.4
41 8 1 19.2 3.2 16.4 5.2 12.6 17.2 11.4
41 8 2 15.2 15.6 2.6 8.6 3.2 4.8 18.2
41 8 3 15.8 5.2 16.4 3.8 4.2 11.6 13.8
41 8 4 14.8 5.8 19.6 11.0 7.6 5.2 8.6
41 8 5 11.4 16.0 14.0 4.0 19.0 3.2 17.8
41 8 6 17.0 8.4 1.6 15.2 0.6 6.0 14.0
41 8 7 19.6 5.4 18.6 18.0 9.4 10.2 1.8
41 8 8 10.8 10.8 0.2 17.2 10.8 4.0 14.4
41 8 9 4.4 17.0 19.6 5.0 18.8 2.4 8.0
41 8 10 10.8 11.0 15.8 14.0 14.2 18.0 19.0
41 8 11 6.2 10.2 0.0 0.4 17.0 13.0 9.8
41 8 12 5.0 19.8 13.8 5.0 8.8 3.8 7.2
41 8 13 2.0 8.6 12.8 8.2 8.2 15.0 14.4
41 8 14 7.2 4.2 7.4 13.2 2.8 10.0 3.6
41 8 15 7.2 0.2 9.2 4.6 16.4 18.6 13.6
41 8 16 16.2 8.6 3.4 5.6 19.8 1.6 12.4
41 8 17 15.4 1.0 19.4 15.4 9.0 1.0 13.2
41 8 18 0.0 15.4 15.6 9.6 3.8 6.2 1.2
41 8 19 3.6 11.8 2.0 5.0 3.0 7.6 18.6
41 8 20 13.8 14.8 15.0 18.2 16.6 7.8 20.0
41 8 21 1.2 10.2 3.4 9.6 15.8 6.2 12.8
41 8 22 10.6 13.6 16.8 5.8 17.8 8.2 10.8
41 8 23 7.8 18.6 13.4 2.8 18.2 13.4 2.0
41 8 24 10.8 17.0 3.0 16.4 13.0 18.0 0.4
41 8 25 0.4 10.4 6.6 4.6 17.2 0.8 9.6
41 8 26 2.4 8.2 8.4 14.0 4.6 17.8 5.2
41 8 27 17.4 19.8 7.0 19.4 4.4 1.0 8.4
41 8 28 18.6 18.0 7.2 17.8 9.2 8.4 1.6
41 8 29 9.0 13.0 6.6 13.0 8.0 4.6 0.2
41 8 30 12.4 4.2 19.8 10.6 13.2 14.4 8.8
41 8 31 19.0 5.0 9.0 18.4 16.2 8.8 11.6
41 9 1 3.0 9.6 16.6 14.8 18.0 18.8 9.2
41 9 2 2.0 15.8 4.0 7.0 3.6 7.6 15.2
41 9 3 17.8 5.4 7.2 5.6 9.6 6.4 5.0
41 9 4 9.4 11.6 11.4 11.2 17.0 3.6 10.0
41 9 5 18.0 4.8 15.4 16.8 9.4 16.0 16.2
41 9 6 12.0 8.8 14.6 6.2 7.8 20.0 16.8
41 9 7 14.2 20.0 6.0 15.8 16.8 11.6 15.4
41 9 8 4.4 19.6 11.4 4.0 1.2 9.0 17.2
41 9 9 15.6 16.2 14.0 0.4 8.8 1.2 12.0
41 9 10 4.4 7.6 16.6 14.0 12.2 10.2 14.4
41 9 11 18.0 2.4 12.6 11.2 1.8 3.8 9.0
41 9 12 10.6 19.6 13.8 2.4 5.0 3.0 15.2
41 9 13 6.2 3.2 8.8 4.8 1.6 14.2 4.0
41 9 14 8.0 3.2 0.4 7.6 9.4 5.4 6.8
41 9 15 5.8 8.4 7.6 9.8 6.6 16.4 2.6
41 9 16 16.8 12.8 4.0 0.4 1.6 15.6 9.8
41 9 17 9.8 5.8 14.8 19.2 11.6 8.2 3.4
41 9 18 3.0 11.6 18.2 8.2 10.6 13.6 2.4
41 9 19 14.2 6.2 4.4 10.8 16.0 18.6 13.0
41 9 20 19.6 0.4 9.8 18.6 5.8 18.4 14.4
41 9 21 12.4 14.0 16.2 9.8 11.0 19.4 18.0
41 9 22 15.8 8.2 8.8 20.0 5.6 6.2 6.2
41 9 23 17.6 6.4 13.4 14.2 17.2 8.4 7.2
41 9 24 8.0 14.2 17.2 19.0 11.6 10.2 17.4
41 9 25 4.8 0.2 4.6 12.2 10.6 6.0 3.2
41 9 26 10.2 10.8 3.4 14.2 14.2 3.0 0.6
41 9 27 6.0 8.6 8.8 4.0 5.8 15.8 13.4
41 9 28 17.8 10.0 5.2 14.0 18.0 13.6 9.8
41 9 29 14.2 18.2 18.2 3.2 11.6 8.8 2.8
41 9 30 1.6 8.6 8.2 8.4 4.4 6.6 9.8
41 10 1 7.4 15.6 6.4 16.0 19.8 1.2 15.4
41 10 2 13.8 8.8 18.2 19.6 5.4 7.2 4.0
41 10 3 1.2 8.2 9.6 9.8 12.6 12.2 1.0
41 10 4 4.0 1.6 7.4 9.0 17.2 9.6 6.6
41 10 5 19.4 19.6 13.4 15.6 12.2 15.2 6.0
41 10 6 4.0 12.2 8.0 17.4 12.0 11.4 15.4
41 10 7 0.6 6.8 4.8 4.4 1.4 1.2 19.2
41 10 8 13.8 6.8 14.2 10.4 1.6 9.6 17.8
41 10 9 17.8 11.6 7.8 10.0 12.8 16.0 5.4
41 10 10 1.2 19.8 16.0 15.4 12.0 11.8 10.2
41 10 11 13.4 2.4 0.8 15.0 13.2 16.6 16.8
41 10 12 4.4 9.0 0.0 18.6 11.4 6.4 5.4
41 10 13 13.0 7.4 2.8 16.0 7.4 16.8 11.2
41 10 14 7.2 14.4 10.6 1.0 3.2 11.2 7.8
41 10 15 3.0 1.8 4.6 4.0 14.0 0.2 18.6
41 10 16 16.0 4.6 6.2 7.0 4.4 4.0 9.8
41 10 17 19.0 4.0 18.2 15.2 1.0 11.4 11.8
41 10 18 17.8 18.4 16.6 10.0 11.2 17.6 1.6
41 10 19 0.6 6.8 8.2 3.6 5.0 13.0 9.4
41 10 20 6.2 8.6 1.0 6.0 11.8 9.4 16.0
41 10 21 11.8 10.2 17.4 16.2 7.6 13.0 0.2
41 10 22 18.0 16.8 10.6 2.0 2.0 6.6 7.0
41 10 23 14.0 12.0 4.2 13.2 7.2 18.6 10.2
41 10 24 8.2 13.4 2.6 6.6 19.6 17.4 0.4
41 10 25 3.6 15.4 2.0 1.0 1.0 11.4 12.6
41 10 26 11.8 0.0 6.2 2.4 9.4 7.2 7.8
41 10 27 13.6 13.2 12.4 6.0 12.6 18.6 9.2
41 10 28 6.8 0.2 17.8 5.2 8.8 9.6 2.8
41 10 29 15.4 9.8 8.0 13.2 5.4 11.2 15.4
41 10 30 13.4 11.8 13.6 19.0 5.6 10.4 4.4
41 10 31 2.0 4.6 2.2 0.0 6.4 17.8 3.4
41 11 1 0.8 0.0 3.4 6.6 19.8 0.6 3.8
41 11 2 7.4 1.0 17.2 1.4 7.8 18.0 2.2
41 11 3 5.2 5.4 5.0 4.6 7.6 12.4 18.0
41 11 4 14.8 19.6 5.2 12.6 13.8 7.0 16.6
41 11 5 0.8 6.4 17.4 20.0 8.6 10.4 13.4
41 11 6 7.6 16.2 8.4 12.8 16.2 4.8 12.4
41 11 7 10.4 17.6 18.2 10.8 12.8 14.2 17.6
41 11 8 19.8 6.4 17.6 4.8 14.0 15.2 0.4
41 11 9 5.8 6.8 12.4 11.8 1.8 19.4 5.0
41 11 10 15.2 14.0 3.2 0.2 9.4 7.2 9.2
41 11 11 14.0 17.0 14.0 16.4 13.4 8.0 0.4
41 11 12 15.0 7.4 8.6 20.0 16.6 9.0 16.0
41 11 13 12.4 4.8 13.0 15.8 6.4 9.2 4.4
41 11 14 15.6 15.2 2.8 0.6 17.8 12.0 11.6
41 11 15 2.4 3.0 8.6 2.8 12.0 4.4 13.0
41 11 16 9.4 17.0 2.2 0.6 2.6 5.4 12.4
41 11 17 10.4 18.8 8.6 18.6 19.6 10.6 16.8
41 11 18 0.4 13.6 6.2 6.4 19.8 9.2 19.0
41 11 19 11.0 4.0 10.0 17.2 2.2 14.4 16.2
41 11 20 8.6 2.6 0.6 18.6 13.6 1.0 9.6
41 11 21 7.8 8.6 7.0 9.8 1.8 16.2 9.8
41 11 22 10.2 12.2 0.0 7.2 16.6 9.0 17.6
41 11 23 13.2 14.6 11.0 1.4 1.6 13.4 9.8
41 11 24 16.8 12.0 17.4 1.6 7.8 3.4 8.0
41 11 25 12.6 8.0 4.4 10.8 3.8 19.4 0.8
41 11 26 16.2 3.6 4.2 3.6 11.0 14.0 4.6
41 11 27 1.4 18.4 17.8 12.2 19.8 15.2 13.2
41 11 28 10.2 4.6 13.4 18.6 1.4 13.8 16.4
41 11 29 14.8 8.0 7.0 17.4 6.0 13.6 9.6
41 11 30 1.6 16.6 19.8 5.6 8.2 11.8 12.6
41 12 1 2.6 18.0 8.6 7.0 19.2 12.8 0.6
41 12 2 16.4 19.2 8.2 3.6 10.4 15.0 10.2
41 12 3 7.8 14.6 15.2 8.2 16.6 9.6 19.4
41 12 4 2.2 16.4 19.4 2.6 16.0 1.4 15.0
41 12 5 7.2 2.0 17.4 18.2 11.8 16.2 18.0
41 12 6 14.8 4.8 1.2 10.6 1.6 16.8 11.0
41 12 7 4.6 13.4 6.4 8.6 2.6 15.6 8.2
41 12 8 16.4 17.6 17.0 14.4 1.0 6.2 2.0
41 12 9 18.0 11.8 18.8 9.0 8.0 6.2 1.4
41 12 10 19.0 13.4 15.0 13.0 16.4 16.8 19.0
41 12 11 12.4 18.8 11.0 10.4 13.0 14.0 0.2
41 12 12 17.8 15.4 15.8 17.8 7.0 10.8 1.6
41 12 13 7.0 2.6 8.8 7.8 18.2 14.4 7.6
41 12 14 10.8 6.2 0.0 1.0 11.0 8.8 11.2
41 12 15 14.0 9.0 4.0 7.4 2.2 1.4 4.0
41 12 16 10.2 13.2 10.8 19.2 14.8 18.6 6.6
41 12 17 7.6 4.0 11.2 6.8 14.0 18.4 4.0
41 12 18 19.0 1.0 16.2 1.0 1.2 16.4 18.8
41 12 19 1.4 0.6 12.6 7.0 3.8 14.2 18.4
41 12 20 4.2 14.0 3.8 0.4 15.6 2.6 17.8
41 12 21 9.4 6.4 3.8 16.8 15.4 0.4 9.2
41 12 22 14.4 15.8 12.0 6.2 7.0 15.6 17.4
41 12 23 15.6 11.6 19.8 9.6 2.8 10.2 4.6
41 12 24 6.0 18.4 2.8 6.6 14.4 0.8 1.4
41 12 25 6.2 6.6 17.0 20.0 17.6 2.4 8.0
41 12 26 6.2 16.2 0.8 13.2 15.4 15.2 16.8
41 12 27 11.8 8.2 4.6 6.2 15.6 6.6 15.6
41 12 28 6.2 4.6 4.0 5.6 0.2 19.4 8.4
41 12 29 5.6 12.6 17.4 1.0 18.4 14.2 11.4
41 12 30 2.0 19.2 7.8 18.4 8.4 17.4 2.6
41 12 31 15.8 6.6 6.4 13.8 1.6 14.6 2.0
42 1 1 1.4 17.4 1.8 0.2 19.2 12.2 19.4
42 1 2 2.2 8.8 10.2 2.2 3.6 4.6 6.6
42 1 3 8.8 8.8 14.4 10.4 0.8 10.6 10.6
42 1 4 8.2 5.2 15.2 13.2 14.2 19.8 4.4
42 1 5 5.8 13.8 4.2 5.8 7.0 6.4 7.0
42 1 6 19.2 17.6 2.4 18.6 16.0 6.4 7.6
42 1 7 18.0 5.2 12.8 16.8 16.2 8.8 3.8
42 1 8 16.0 16.6 1.6 11.6 11.6 11.6 14.6
42 1 9 12.4 10.0 10.0 3.4 11.8 14.2 14.8
42 1 10 8.0 20.0 7.8 19.0 14.6 14.8 19.8
42 1 11 17.2 19.2 1.2 5.4 4.2 8.8 11.2
42 1 12 8.2 6.6 15.2 16.4 13.4 14.4 1.2
42 1 13 5.0 19.0 15.6 0.2 8.2 4.6 19.0
42 1 14 14.2 5.4 13.6 10.4 12.6 0.2 15.2
42 1 15 4.6 18.0 2.2 6.4 6.2 7.6 10.0
42 1 16 4.4 19.8 3.8 16.8 19.0 14.0 4.4
42 1 17 9.0 17.4 10.8 8.8 2.2 19.6 5.6
42 1 18 18.6 5.6 3.6 2.2 3.2 13.8 2.6
42 1 19 7.8 7.8 4.2 3.4 11.6 6.2 19.0
42 1 20 8.8 15.8 19.0 18.2 13.6 14.4 2.0
42 1 21 10.6 7.4 10.6 14.0 18.8 4.6 9.8
42 1 22 1.0 13.8 3.4 18.6 0.8 12.4 11.8
42 1 23 7.0 16.0 18.0 14.2 7.2 19.6 16.2
42 1 24 7.0 19.6 10.6 2.6 4.6 4.0 9.0
42 1 25 1.2 16.4 1.2 16.2 15.8 12.8 9.4
42 1 26 1.0 20.0 4.0 8.2 3.0 12.4 6.0
42 1 27 3.8 12.4 11.8 17.0 2.6 0.0 15.2
42 1 28 18.0 14.8 2.4 13.2 2.2 5.0 13.6
42 1 29 18.8 3.0 4.0 10.2 0.2 6.8 16.6
42 1 30 18.6 19.2 13.2 1.0 17.2 14.4 9.6
42 1 31 8.2 8.6 10.2 19.4 3.6 9.6 6.6
42 2 1 1.6 8.8 13.6 16.4 16.8 5.2 16.2
42 2 2 19.6 8.0 16.4 6.0 11.8 4.4 16.6
42 2 3 15.0 10.2 15.2 9.8 3.2 0.2 13.6
42 2 4 8.6 3.4 13.6 0.8 17.0 16.0 14.8
42 2 5 0.6 16.0 11.8 4.4 0.4 7.2 20.0
