order_id	quantity	item_name	choice_description	item_price
366	1	Steak Burrito	[Tomatillo Yellow Chili Salsa]	$9.25 
367	1	Veggie Bowl	[Tomatillo Yellow Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Green Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
367	1	Barbacoa Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
367	2	Bottled Water	NULL	$3.00 
368	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Green Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
368	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
369	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Guacamole]]	$10.98 
369	1	Steak Salad	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
369	1	Chips and Guacamole	NULL	$3.99 
370	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
370	1	Chips and Guacamole	NULL	$4.45 
371	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]	$8.99 
371	1	Side of Chips	NULL	$1.69 
372	1	Steak Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
372	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]	$8.75 
373	1	Veggie Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
373	1	Chips and Guacamole	NULL	$4.45 
374	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.75 
374	1	Canned Soft Drink	[Coke]	$1.25 
375	1	Steak Bowl	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Guacamole]]	$11.75 
375	1	Chips and Saute Chili Seafood Salsa	NULL	$2.95 
376	1	Steak Burrito	[Saute Chili Seafood Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 
376	1	Steak Burrito	[Saute Chili Seafood Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 
376	2	Canned Soda	[Mountain Dew]	$2.18 
377	2	Steak Bowl	[Saute Chili Seafood Salsa (Medium), [Black Beans, Rice, Cheese]]	$17.98 
377	1	Steak Burrito	[Saute Chili Seafood Salsa (Medium), [Black Beans, Rice, Cheese]]	$8.99 
378	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
378	1	Side of Chips	NULL	$1.69 
379	1	Steak Burrito	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
379	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
379	1	Chips and Tomatillo Green Chili Salsa	NULL	$2.95 
379	3	Canned Soft Drink	[Lemonade]	$3.75 
379	1	Steak Crispy Tacos	[Saute Chili Seafood Salsa, [Cheese, Sour Cream, Lettuce]]	$9.25 
380	1	Barbacoa Bowl	[Tomatillo Yellow Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
380	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
380	1	Chips	NULL	$2.15 
380	1	Bottled Water	NULL	$1.50 
381	1	Chicken Soft Tacos	[Tomatillo-Yellow Chili Salsa (Hot), Cheese]	$8.49 
381	1	Chicken Soft Tacos	[Tomatillo-Yellow Chili Salsa (Hot), Cheese]	$8.49 
381	1	Nantucket Nectar	[Pomegranate Cherry]	$3.39 
382	1	Steak Bowl	[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]	$8.69 
382	1	Chips and Guacamole	NULL	$3.89 
383	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
383	1	Chips and Guacamole	NULL	$4.45 
384	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
384	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]	$11.25 
384	1	Chips	NULL	$2.15 
384	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
385	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
385	1	Side of Chips	NULL	$1.69 
386	1	Veggie Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Green Beans, Black Beans, Rice, Fajita Veggies, Cheese]]	$8.49 
386	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
387	1	Canned Soft Drink	[Lemonade]	$1.25 
387	1	Chicken Burrito	[Saute Chili Seafood Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Lettuce]]	$8.75 
387	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Cheese, Lettuce, Guacamole]]	$11.75 
387	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Lettuce, Guacamole]]	$11.75 
388	1	Steak Burrito	[Tomatillo-Yellow Chili Salsa (Hot), [Green Beans, Rice, Cheese, Sour Cream]]	$8.99 
388	1	Bottled Water	NULL	$1.09 
389	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Sour Cream]]	$8.75 
389	1	Chips and Guacamole	NULL	$4.45 
389	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, Lettuce]	$8.75 
389	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
389	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
389	1	Chips	NULL	$2.15 
390	1	Chips and Guacamole	NULL	$3.99 
390	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
391	1	Steak Bowl	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium)], [Green Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 
391	1	Chips and Guacamole	NULL	$3.99 
392	1	Chicken Burrito	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese]]	$8.49 
392	1	Side of Chips	NULL	$1.69 
392	1	Canned Soda	[Coca Cola]	$1.09 
393	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
393	1	Canned Soda	[Sprite]	$1.09 
394	1	Brakens Burrito	[Fresh Tomato Salsa, [Rice, Green Beans, Cheese]]	$9.25 
394	1	Veggie Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Lettuce]]	$8.75 
395	1	Steak Soft Tacos	[Tomatillo-Yellow Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]	$8.99 
395	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
396	1	Canned Soft Drink	[Diet Coke]	$1.25 
396	1	Canned Soft Drink	[Coke]	$1.25 
396	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Guacamole]]	$11.25 
396	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]	$11.25 
397	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$9.25 
397	1	Steak Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream]]	$9.25 
398	1	Chicken Soft Tacos	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 
398	1	Bottled Water	NULL	$1.50 
399	1	Chips and Guacamole	NULL	$3.99 
399	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Rice, Green Beans, Cheese, Sour Cream]]	$8.49 
400	1	Veggie Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Green Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.25 
400	1	Brakens Burrito	[Tomatillo Yellow Chili Salsa]	$9.25 
400	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 
401	2	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Lettuce]]	$17.50 
402	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
402	2	Chips and Guacamole	NULL	$8.90 
402	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
402	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
403	1	Barbacoa Burrito	[Saute Chili Seafood Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]	$8.99 
403	1	Chips and Tomatillo-Green Chili Salsa	NULL	$2.39 
404	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Green Beans, Cheese, Guacamole, Lettuce]]	$11.25 
404	1	Brakens Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Green Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
404	1	Chips	NULL	$2.15 
405	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Green Beans, Cheese, Guacamole]]	$11.25 
405	1	Canned Soft Drink	[Diet Coke]	$1.25 
406	1	Barbacoa Soft Tacos	[Tomatillo Yellow Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
406	1	Canned Soft Drink	[Diet Coke]	$1.25 
407	1	Chicken Burrito	[Saute Chili Seafood Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.25 
407	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.75 
408	1	Canned Soft Drink	[Coke]	$1.25 
408	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.25 
408	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Green Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.25 
409	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
409	1	Chicken Bowl	[Saute Chili Seafood Salsa (Medium), [Black Beans, Rice, Sour Cream, Guacamole]]	$10.98 
410	1	Chicken Burrito	[Saute Chili Seafood Salsa, [Rice, Black Beans]]	$8.75 
410	1	Canned Soft Drink	[Diet Coke]	$1.25 
410	1	Chicken Soft Tacos	[Saute Chili Seafood Salsa, [Black Beans, Lettuce]]	$8.75 
411	1	Chicken Bowl	[Saute Chili Seafood Salsa (Medium), [Rice, Cheese]]	$8.49 
411	1	Chicken Bowl	[Saute Chili Seafood Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
412	1	Bottled Water	NULL	$1.50 
412	1	Bottled Water	NULL	$1.50 
412	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]	$8.75 
412	1	Chips and Guacamole	NULL	$4.45 
413	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
413	1	Canned Soft Drink	[Coke]	$1.25 
413	1	Brakens Crispy Tacos	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
414	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 
414	1	Chips and Tomatillo-Green Chili Salsa	NULL	$2.39 
415	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
415	1	Chips and Guacamole	NULL	$4.45 
416	1	Steak Burrito	[Tomatillo Yellow Chili Salsa]	$9.25 
416	1	Chicken Bowl	[Fresh Tomato Salsa]	$8.75 
417	1	Steak Burrito	[Tomatillo-Yellow Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]	$8.99 
417	1	Side of Chips	NULL	$1.69 
418	2	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]	$17.50 
419	1	Chips and Tomatillo-Green Chili Salsa	NULL	$2.39 
419	1	Barbacoa Crispy Tacos	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]	$8.99 
419	1	Steak Crispy Tacos	[Tomatillo-Yellow Chili Salsa (Hot), [Green Beans, Cheese, Sour Cream, Lettuce]]	$8.99 
420	1	Chicken Burrito	[Fresh Tomato Salsa, [Black Beans, Green Beans, Cheese, Guacamole, Lettuce]]	$11.25 
420	1	Chips and Guacamole	NULL	$4.45 
421	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
421	1	Chips and Guacamole	NULL	$4.45 
422	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$9.25 
422	1	6 Pack Soft Drink	[Sprite]	$6.49 
423	1	Chicken Crispy Tacos	[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
423	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
424	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Saute Chili Seafood Salsa (Medium)], [Black Beans, Rice, Cheese]]	$8.49 
424	1	Canned Soda	[Diet Dr. Pepper]	$1.09 
424	1	Side of Chips	NULL	$1.69 
425	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Sour Cream]]	$9.25 
425	1	Chips and Guacamole	NULL	$4.45 
426	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
426	1	Canned Soft Drink	[Coke]	$1.25 
426	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
427	1	Chips and Guacamole	NULL	$3.99 
427	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Sour Cream, Cheese]]	$8.49 
428	1	Steak Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Lettuce, Guacamole]]	$11.75 
428	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Black Beans, Guacamole]]	$11.75 
428	1	Chips	NULL	$2.15 
429	1	Steak Bowl	[Saute Chili Seafood Salsa (Medium), [Green Beans, Rice, Guacamole]]	$11.48 
430	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice]]	$8.75 
430	1	Chips	NULL	$2.15 
430	1	Canned Soft Drink	[Diet Coke]	$1.25 
431	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
431	1	Chips	NULL	$2.15 
431	1	Canned Soft Drink	[Sprite]	$1.25 
432	1	Chicken Burrito	[Fresh Tomato Salsa, Rice]	$8.75 
432	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese]]	$8.75 
432	1	6 Pack Soft Drink	[Coke]	$6.49 
433	1	Side of Chips	NULL	$1.69 
433	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 
434	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Sour Cream, Lettuce]]	$8.75 
434	1	Barbacoa Burrito	[Tomatillo Green Chili Salsa, [Rice, Green Beans, Cheese, Guacamole]]	$11.75 
435	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$10.98 
435	1	Canned Soda	[Mountain Dew]	$1.09 
436	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
436	1	Izze	[Strawberry]	$3.39 
437	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice]]	$8.75 
437	1	Chips	NULL	$2.15 
437	1	Canned Soft Drink	[Diet Coke]	$1.25 
438	1	Brakens Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$11.48 
438	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Green Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
439	1	Chicken Salad	[[Tomatillo-Green Chili Salsa (Medium), Saute Chili Seafood Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
440	1	Chips and Saute Chili Seafood Salsa	NULL	$2.95 
440	1	Barbacoa Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 
440	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$9.25 
441	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
441	1	Chips and Guacamole	NULL	$4.45 
442	1	Steak Burrito	[[Saute Chili Seafood Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream, Guacamole]]	$11.48 
443	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
443	1	Veggie Burrito	[Tomatillo Yellow Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
443	1	Chips and Guacamole	NULL	$4.45 
444	1	Side of Chips	NULL	$1.69 
444	1	Steak Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
445	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Lettuce]]	$8.75 
445	1	Chips and Guacamole	NULL	$4.45 
445	1	Bottled Water	NULL	$1.50 
446	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Guacamole]]	$11.75 
446	1	Chips	NULL	$2.15 
447	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]	$8.99 
447	1	Chips and Tomatillo-Green Chili Salsa	NULL	$2.39 
448	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Cheese, Lettuce]]	$8.75 
448	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
448	1	Canned Soft Drink	[Coke]	$1.25 
449	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage)]]	$8.75 
449	1	Chips	NULL	$2.15 
449	1	Canned Soft Drink	[Diet Coke]	$1.25 
450	2	Canned Soda	[Dr. Pepper]	$2.18 
450	2	Canned Soda	[Coca Cola]	$2.18 
450	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Guacamole]]	$11.48 
451	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Lettuce]]	$8.75 
451	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
451	1	Steak Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Sour Cream, Guacamole]]	$11.75 
452	1	Brakens Burrito	[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
452	1	Canned Soft Drink	[Diet Coke]	$1.25 
453	1	Chicken Burrito	[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Cheese]]	$10.58 
454	1	Barbacoa Burrito	[Tomatillo-Yellow Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]	$8.99 
454	1	Chips and Tomatillo-Yellow Chili Salsa	NULL	$2.39 
455	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
455	1	Chips and Guacamole	NULL	$4.45 
456	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
456	1	Veggie Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
457	2	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Lettuce]]	$17.50 
457	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Sour Cream, Lettuce]]	$8.75 
458	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]	$8.75 
458	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Cheese, Lettuce]]	$8.75 
459	2	Chicken Salad Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]	$22.50 
460	1	Steak Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
460	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
460	1	Chips and Guacamole	NULL	$4.45 
461	1	Steak Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.75 
461	1	Canned Soft Drink	[Diet Coke]	$1.25 
462	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
462	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
462	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
463	1	Barbacoa Burrito	[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
463	1	Side of Chips	NULL	$1.69 
464	1	Chicken Burrito	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 
464	1	Chips and Guacamole	NULL	$4.45 
465	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
465	1	6 Pack Soft Drink	[Coke]	$6.49 
466	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese]]	$8.75 
466	1	Chips and Guacamole	NULL	$4.45 
466	1	Brakens Burrito	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
467	1	Chips and Guacamole	NULL	$4.45 
467	1	Barbacoa Soft Tacos	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
467	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
468	1	Chips and Guacamole	NULL	$4.45 
468	1	Brakens Salad Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.89 
468	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
469	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
469	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
469	1	Bottled Water	NULL	$1.50 
470	1	Chips and Guacamole	NULL	$4.45 
470	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Lettuce]]	$8.75 
471	1	Steak Burrito	[Tomatillo-Green Chili Salsa (Medium), [Green Beans, Rice, Cheese, Sour Cream]]	$8.99 
471	1	Bottled Water	NULL	$1.09 
471	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
471	1	Canned Soda	[Dr. Pepper]	$1.09 
471	1	Chips and Guacamole	NULL	$3.99 
472	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Green Beans, Fajita Veggies, Cheese, Guacamole]]	$11.48 
472	1	Veggie Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 
473	1	Steak Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream]]	$9.25 
473	1	Chips and Guacamole	NULL	$4.45 
474	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce]]	$11.48 
